-130677,192
-129870,128
-129223,80
-128413,0
-127798,65456
-127053,65408
-126215,65344
-125554,65280
-124636,65168
-124176,65152
-123389,65088
-122581,64992
-121931,64928
-121150,64880
-120512,64832
-119765,64736
-118945,64656
-118238,64592
-117483,64512
-116869,64464
-116113,64384
-115432,64288
-114649,64240
-113862,64160
-113261,64080
-112466,64016
-111676,63920
-110859,63840
-110165,63760
-109611,63680
-108816,63600
-108035,63504
-107388,63440
-106567,63344
-105805,63232
-105182,63184
-104388,63072
-103712,62992
-102777,62864
-102319,62800
-101554,62704
-100744,62576
-100110,62496
-99141,62368
-98517,62256
-97917,62176
-97096,62032
-96280,61904
-95556,61776
-95041,61696
-94262,61552
-93617,61440
-92790,61264
-92018,61120
-91363,60976
-90639,60832
-89953,60672
-89028,60464
-88341,60288
-87779,60160
-86980,59952
-86315,59776
-85516,59568
-84713,59328
-84124,59152
-83326,58896
-82542,58624
-81871,58400
-81024,58096
-80478,57888
-79692,57568
-78909,57232
-78262,56960
-77309,56528
-76814,56288
-76075,55920
-75262,55488
-74452,55056
-73997,54800
-73205,54320
-72419,53840
-71615,53328
-70969,52928
-70023,52288
-69548,51968
-68794,51424
-67992,50848
-67168,50224
-66467,49712
-65926,49312
-65139,48720
-64333,48128
-63697,47680
-62882,47088
-62281,46672
-61500,46128
-60704,45600
-60042,45184
-59096,44592
-58646,44320
-57864,43872
-57183,43488
-56419,43088
-55789,42768
-54961,42352
-54209,41984
-53433,41632
-52733,41344
-52125,41088
-51349,40768
-50574,40464
-49929,40240
-49126,39952
-48322,39680
-47662,39472
-46954,39248
-46152,39008
-45312,38784
-44517,38576
-44082,38448
-43302,38256
-42631,38096
-41843,37904
-41046,37728
-40435,37600
-39658,37440
-38865,37280
-38177,37136
-37378,36976
-36798,36864
-36015,36720
-35356,36592
-34564,36448
-33731,36288
-33163,36176
-32379,36048
-31650,35952
-30913,35840
-30294,35792
-29514,35648
-28730,35552
-28070,35456
-27281,35360
-26671,35248
-25855,35168
-25101,35056
-24427,34976
-23628,34864
-23019,34800
-22234,34720
-21450,34624
-20799,34544
-20007,34448
-19179,34384
-18596,34304
-17812,34208
-17149,34144
-16203,34032
-15748,34000
-14961,33920
-14172,33808
-13517,33776
-12724,33712
-11914,33600
-11314,33552
-10537,33504
-9855,33440
-9058,33360
-8444,33296
-7674,33232
-6882,33152
-6237,33104
-5475,33040
-4614,32944
-4033,32896
-3267,32848
-2580,32784
-1793,32688
-1172,32640
-395,32608
392,32528
1044,32448
1839,32384
2673,32320
3244,32272
4024,32192
4689,32144
5505,32064
6108,32000
6886,31936
7675,31840
8323,31776
9114,31728
9924,31648
10531,31568
11311,31488
12085,31440
12780,31360
13397,31296
14161,31200
14961,31120
15615,31072
16395,30976
17217,30880
17808,30816
18588,30736
19256,30688
20067,30560
20651,30480
21458,30416
22241,30320
22886,30256
23688,30112
24511,30032
25099,29952
25865,29872
26539,29744
27339,29632
27936,29552
28726,29456
29516,29328
30167,29232
30963,29136
31604,29056
32373,28928
33146,28816
33822,28688
34632,28560
35225,28432
36018,28304
36796,28144
37452,28032
38241,27856
39051,27680
39645,27568
40437,27376
41111,27216
41906,27040
42488,26880
43294,26672
44083,26464
44714,26288
45525,26064
46128,25872
46947,25616
47702,25376
48376,25136
49193,24848
49774,24624
50578,24304
51365,23984
52001,23712
52801,23344
53408,23056
54213,22672
54981,22288
55664,21920
56466,21472
57055,21136
57849,20656
58648,20176
59284,19776
60089,19248
60722,18832
61497,18304
62277,17776
62975,17280
63754,16720
64330,16304
65138,15744
65927,15168
66576,14720
67358,14176
67998,13744
68768,13232
69564,12720
70246,12288
71025,11808
71608,11472
72423,10992
73208,10576
73864,10224
74638,9840
75253,9552
76097,9152
76843,8816
77485,8528
78334,8192
78890,7984
79692,7680
80493,7392
81126,7168
81933,6912
82545,6720
83331,6480
84110,6256
84776,6064
85411,5888
86187,5696
86971,5504
87765,5328
88419,5152
89209,4992
90031,4832
90613,4688
91390,4560
92079,4400
92865,4272
93481,4144
94262,4016
94908,3888
95695,3776
96490,3648
97089,3552
97908,3424
98668,3312
99322,3216
100159,3104
100733,3024
101547,2896
102199,2816
102947,2736
103779,2608
104370,2544
105168,2448
105966,2368
106607,2288
107449,2208
108026,2112
108822,2048
109621,1968
110244,1904
111025,1824
111676,1728
112462,1664
113236,1600
113894,1520
114536,1456
115310,1376
116100,1296
116882,1248
117542,1184
118337,1088
118913,1024
119747,992
120530,896
121205,832
121993,768
122576,720
123399,640
124033,608
124796,528
125618,432
126236,384
127041,352
127805,272
128466,192
129262,128
129864,96
130658,32
