-130675,93
-129869,87
-129217,82
-128412,79
-127770,75
-127043,69
-126229,64
-125547,60
-124629,55
-124170,53
-123386,47
-122592,42
-121938,39
-121005,35
-120356,30
-119743,25
-118952,23
-118181,19
-117476,13
-116871,9
-116110,7
-115434,4
-114633,4093
-113856,4089
-113251,4087
-112479,4083
-111654,4076
-110891,4072
-110070,4069
-109619,4067
-108819,4060
-108021,4056
-107421,4055
-106581,4049
-105969,4045
-105193,4040
-104387,4036
-103728,4032
-102923,4028
-102335,4023
-101555,4017
-100750,4014
-100101,4010
-99286,4004
-98673,4000
-97906,3995
-97110,3990
-96431,3986
-95779,3979
-95032,3976
-94257,3970
-93612,3966
-92812,3960
-92010,3953
-91235,3949
-90628,3943
-89835,3937
-89011,3930
-88544,3926
-87767,3920
-86978,3913
-86319,3907
-85536,3900
-84578,3891
-84118,3887
-83343,3879
-82541,3871
-81717,3862
-80929,3854
-80489,3850
-79696,3840
-78896,3830
-78247,3823
-77447,3812
-76674,3802
-76088,3794
-75257,3782
-74597,3773
-73939,3763
-73206,3750
-72431,3738
-71622,3724
-70969,3712
-70159,3697
-69535,3685
-68764,3669
-67988,3653
-67298,3638
-66717,3624
-65917,3605
-65135,3584
-64343,3563
-63696,3545
-62851,3520
-62157,3499
-61507,3477
-60827,3454
-60012,3426
-59206,3396
-58651,3375
-57854,3344
-57204,3318
-56407,3285
-55579,3250
-55000,3224
-54229,3190
-53424,3154
-52606,3116
-52053,3091
-51359,3058
-50573,3021
-49919,2992
-49127,2956
-48314,2920
-47711,2894
-46930,2861
-46156,2830
-45477,2803
-44522,2767
-44084,2751
-43297,2724
-42620,2701
-41865,2676
-41224,2656
-40406,2632
-39648,2610
-38982,2591
-38159,2570
-37571,2555
-36786,2536
-36016,2517
-35370,2503
-34559,2486
-33754,2470
-33155,2459
-32383,2444
-31592,2430
-30759,2416
-29957,2402
-29519,2396
-28737,2383
-28077,2374
-27272,2363
-26481,2351
-25875,2344
-25101,2334
-24299,2324
-23619,2315
-22997,2308
-22236,2299
-21450,2290
-20792,2282
-20002,2272
-19173,2262
-18600,2257
-17816,2249
-17148,2244
-16352,2238
-15755,2232
-14952,2224
-14169,2217
-13514,2213
-12724,2205
-12109,2200
-11295,2195
-10543,2189
-9862,2183
-9061,2176
-8456,2174
-7671,2166
-6887,2161
-6238,2155
-5440,2151
-4608,2146
-4032,2140
-3251,2136
-2582,2132
-1636,2125
-1191,2123
-398,2117
387,2112
1045,2110
1837,2105
2651,2098
3250,2096
4026,2093
4707,2088
5501,2083
6099,2080
6888,2075
7680,2071
8322,2068
9085,2063
9948,2058
10531,2055
11296,2052
11983,2048
12770,2042
13381,2040
14168,2036
14954,2031
15603,2027
16402,2023
17255,2019
17807,2016
18590,2011
19248,2007
20072,2002
20656,1999
21449,1995
22240,1989
22893,1985
23685,1982
24490,1977
25094,1972
25868,1968
26566,1964
27338,1959
27941,1955
28722,1949
29523,1944
30174,1942
30955,1935
31627,1930
32371,1925
33148,1920
33821,1917
34629,1909
35212,1905
36021,1899
36805,1894
37440,1890
38251,1882
39070,1876
39658,1872
40422,1866
41104,1858
41905,1851
42494,1847
43288,1840
44083,1833
44729,1827
45523,1820
46142,1815
46936,1807
47705,1800
48389,1792
49197,1784
49782,1776
50574,1768
51358,1758
52016,1750
52805,1740
53432,1731
54209,1722
54998,1709
55674,1699
56461,1688
57051,1678
57857,1665
58647,1652
59278,1641
60053,1627
60698,1615
61513,1599
62264,1583
62938,1568
63756,1549
64331,1536
65140,1516
65842,1497
66566,1478
67360,1455
68212,1430
68776,1412
69541,1388
70228,1365
71031,1336
71606,1316
72414,1285
73183,1255
73855,1230
74653,1197
75237,1172
76061,1137
76841,1103
77522,1072
78319,1036
78893,1010
79698,974
80492,939
81133,910
81929,876
82535,850
83326,817
84130,784
84783,758
85408,735
86179,706
86981,678
87774,650
88412,629
89161,606
89822,586
90637,563
91406,541
92068,524
92695,508
93478,489
94262,471
94901,457
95695,441
96491,425
97073,413
97903,398
98666,384
99329,373
100158,360
100729,351
101541,337
102328,326
102976,318
103777,306
104376,299
105167,288
105967,278
106619,271
107441,261
108022,255
108818,246
109620,238
110250,232
111019,224
111681,217
112459,211
113237,203
113893,198
114537,192
115314,185
116102,178
116739,174
117539,166
118303,160
118925,155
119743,150
120517,144
121198,141
121970,134
122581,129
123385,126
124033,121
124789,116
125622,110
126209,105
127037,103
127793,97
128450,93
129278,88
129859,84
130656,80
