-130324,176
-128822,80
-127410,65440
-125932,65344
-124556,65184
-122979,65072
-121540,64912
-120146,64800
-118701,64656
-117145,64496
-115693,64352
-114255,64224
-112871,64064
-111405,63904
-109973,63760
-108405,63584
-106958,63424
-105593,63248
-104126,63072
-102704,62880
-101133,62672
-99656,62464
-98297,62256
-96856,62016
-95402,61776
-93837,61504
-92406,61232
-91015,60944
-89569,60624
-88073,60272
-86571,59888
-85134,59488
-83737,59072
-82285,58592
-80887,58096
-79282,57472
-77821,56832
-76457,56176
-75007,55440
-73577,54624
-72006,53680
-70558,52736
-69178,51792
-67720,50752
-66296,49696
-64708,48512
-63294,47472
-61895,46496
-60414,45504
-59018,44624
-57442,43696
-55986,42928
-54607,42240
-53171,41584
-51737,40976
-50161,40352
-48705,39856
-47338,39408
-45873,38976
-44378,38576
-42867,38176
-41455,37856
-40050,37552
-38586,37248
-37197,36976
-35579,36672
-34156,36384
-32767,36144
-31335,35920
-29926,35744
-28324,35488
-26869,35296
-25490,35136
-24036,34944
-22601,34784
-21029,34592
-19579,34416
-18219,34256
-16754,34112
-15345,33984
-13753,33792
-12316,33680
-10923,33536
-9480,33408
-8066,33280
-6475,33136
-5044,32992
-3634,32880
-2207,32752
-791,32624
799,32480
2253,32368
3635,32240
5107,32096
6500,31984
8089,31808
9545,31712
10909,31536
12385,31408
13769,31264
15372,31088
16805,30928
18206,30784
19639,30640
21060,30464
22654,30288
23997,30080
25498,29920
26946,29696
28332,29520
29931,29280
31375,29088
32754,28880
34215,28624
35609,28384
37221,28080
38662,27792
40039,27488
41485,27136
42898,26784
44490,26384
45935,25936
47334,25504
48769,25008
50177,24480
51778,23824
53044,23248
54607,22496
56046,21728
57446,20928
59058,19952
60328,19120
61886,18064
63346,17040
64736,16032
66351,14896
67633,14016
69166,12992
70610,12080
72011,11248
73620,10368
74908,9712
76450,9008
77894,8384
79331,7824
80905,7264
82151,6848
83732,6368
85190,5952
86584,5600
88039,5264
89449,4944
91015,4624
92453,4336
93855,4080
95470,3808
96914,3584
98288,3376
99727,3168
101137,2976
102743,2768
103987,2592
105575,2416
107013,2256
108424,2080
109889,1936
111278,1792
112862,1632
114296,1488
115685,1344
117304,1216
118573,1056
120141,960
121589,816
122986,688
124594,560
125822,416
127411,320
128874,160
130293,80
