-130675,94
-129870,88
-129222,82
-128284,79
-127794,76
-127039,70
-126247,65
-125551,61
-124631,56
-124169,54
-123382,49
-122595,43
-121932,40
-121116,36
-120370,31
-119754,26
-118944,23
-118170,20
-117461,14
-116873,10
-116107,7
-115435,4
-114643,4094
-113851,4089
-113252,4087
-112477,4084
-111656,4077
-110891,4073
-110064,4070
-109619,4068
-108817,4061
-108023,4057
-107420,4055
-106583,4050
-105973,4046
-105192,4041
-104391,4037
-103728,4032
-102918,4029
-102334,4025
-101552,4018
-100753,4015
-100099,4011
-99283,4004
-98675,4001
-97891,3996
-97113,3991
-96429,3987
-95786,3981
-95032,3976
-94260,3971
-93612,3966
-92811,3961
-92002,3953
-91237,3949
-90631,3943
-89831,3938
-89146,3931
-88263,3924
-87774,3920
-86990,3914
-86319,3907
-85513,3901
-84574,3892
-84118,3888
-83344,3880
-82545,3872
-81717,3864
-80929,3855
-80489,3851
-79695,3841
-78902,3832
-78252,3824
-77449,3813
-76668,3803
-76087,3795
-75271,3783
-74596,3774
-73973,3764
-73201,3751
-72423,3739
-71622,3725
-70969,3713
-70158,3698
-69528,3686
-68768,3670
-68119,3657
-67167,3635
-66725,3625
-65915,3606
-65138,3586
-64339,3564
-63696,3546
-62727,3518
-62230,3502
-61513,3479
-60827,3456
-59890,3422
-59201,3397
-58650,3376
-57856,3345
-57201,3319
-56405,3287
-55598,3252
-54994,3225
-54230,3192
-53422,3154
-52726,3123
-51928,3085
-51362,3059
-50572,3022
-49920,2993
-49129,2957
-48316,2921
-47710,2895
-46931,2862
-46251,2834
-45479,2803
-44837,2780
-44086,2752
-43298,2724
-42624,2701
-41863,2677
-41228,2657
-40414,2632
-39652,2610
-38989,2591
-38041,2567
-37587,2555
-36790,2536
-36016,2518
-35374,2504
-34553,2486
-33602,2467
-33156,2458
-32386,2444
-31583,2430
-30762,2416
-29957,2402
-29519,2396
-28737,2383
-28079,2374
-27274,2363
-26483,2351
-25877,2344
-25098,2333
-24292,2324
-23600,2315
-22896,2307
-22235,2298
-21449,2290
-20790,2282
-19997,2272
-19170,2263
-18597,2257
-17811,2248
-17148,2244
-16349,2237
-15758,2232
-14953,2224
-14170,2217
-13513,2213
-12730,2205
-12107,2200
-11297,2195
-10544,2188
-9865,2182
-9063,2176
-8456,2173
-7670,2166
-6889,2161
-6241,2155
-5436,2151
-4622,2146
-4030,2140
-3261,2136
-2584,2132
-1632,2125
-1187,2123
-398,2117
391,2112
1048,2110
1837,2105
2661,2098
3245,2096
4027,2093
4709,2088
5502,2083
6097,2080
6890,2076
7682,2071
8320,2068
9123,2064
9943,2059
10529,2056
11296,2052
11980,2048
12769,2043
13383,2040
14167,2037
14952,2031
15603,2027
16403,2024
17247,2019
17810,2016
18595,2011
19258,2007
20209,2002
20649,2000
21451,1995
22238,1990
22891,1986
23683,1983
24480,1978
25088,1972
25871,1968
26657,1964
27337,1959
27944,1956
28721,1949
29507,1944
30164,1942
30923,1936
31598,1931
32371,1926
33143,1920
33819,1917
34623,1910
35222,1905
36024,1900
36803,1895
37438,1890
38252,1882
39072,1876
39652,1872
40430,1867
41107,1859
41906,1852
42493,1847
43289,1841
44079,1833
44729,1827
45525,1821
46147,1816
46938,1808
47705,1800
48394,1793
49198,1785
49792,1777
50572,1769
51362,1759
52017,1752
52806,1741
53550,1731
54210,1722
55002,1710
55680,1701
56464,1689
57048,1680
57858,1667
58646,1653
59279,1642
60086,1628
60709,1616
61522,1600
62262,1585
62937,1570
63755,1551
64332,1538
65139,1518
65935,1497
66567,1480
67361,1457
68216,1432
68778,1415
69539,1391
70229,1367
71032,1339
71604,1319
72411,1289
73112,1262
73855,1233
74650,1200
75239,1176
76078,1140
76843,1106
77522,1076
78323,1040
78890,1015
79699,979
80494,943
81132,915
81931,880
82536,854
83331,821
84131,788
84776,762
85406,739
86178,709
86987,681
87773,653
88412,632
89158,609
89826,589
90630,565
91405,544
92069,526
92694,510
93482,491
94264,473
94910,459
95698,442
96494,426
97080,415
97905,399
98667,386
99329,374
100160,361
100732,352
101540,339
102327,328
102977,319
103782,307
104375,301
105166,289
105981,279
106614,272
107443,262
108023,256
108818,247
109619,239
110248,232
111019,225
111686,218
112457,212
113238,203
113906,198
114536,193
115308,186
116096,179
116733,175
117542,167
118303,161
118927,156
119745,151
120513,145
121198,141
122005,135
122580,130
123387,126
124031,122
124793,116
125620,111
126211,106
127034,103
127793,98
128451,93
129281,88
129858,85
130657,80
